user_id,likes,comments,shares,engagement_rate,followers_count,following_count,post_count,main_topic,cluster
023c26f3-7829-4720-8452-740edc29feb0,1097.5,97.25,48.75,0.055875,22254.0,4262.0,4,11,3
024ba0f1-0af0-4ff4-9fe2-2f9efa1814e7,3796.25,373.25,195.75,0.058300000000000005,74891.0,5842.0,4,5,0
024ec76f-6572-44f0-8cab-22e87483ab88,317.5,32.5,19.5,0.0574,6436.0,2217.0,4,1,1
024fdbfd-9a45-4fad-a8b6-3b7096208b9d,4150.0,594.0,276.0,0.0602,83405.0,2219.0,1,12,0
025d5046-cf7d-4144-855a-921d1af7a210,4281.75,454.75,177.375,0.0570875,86090.0,6471.0,8,4,0
025f1988-6595-45c5-bda0-1eb50cb26050,2639.75,248.75,187.25,0.058225,52830.0,8493.0,4,1,2
0269307b-b042-49e5-b8b8-7f9a2f49a6d9,1952.25,233.5,108.75,0.058425,39271.0,618.0,4,5,2
026f549d-75a2-4958-b67c-ee6715b45603,3865.4,348.2,205.8,0.05702,77521.0,158.0,5,0,2
028271fb-9540-4b6a-9d6a-384973b0fe48,1234.5,142.5,60.5,0.0581,24741.0,4027.0,2,9,3
028eec4b-c825-4ec4-a6dd-e3c2a8fd0ba1,2076.0,211.6,98.2,0.0578,41287.0,4596.0,5,5,2
028f89f4-c020-445a-962f-99b5e0adb1ca,722.3333333333334,77.16666666666667,39.0,0.05755,14572.0,4693.0,6,4,1
0299427e-31cf-470e-9769-788da852a49a,184.6,16.0,8.6,0.057679999999999995,3627.0,3484.0,5,5,1
02995366-460d-4f57-ae03-9f77bfcfd6ef,2259.25,234.5,52.0,0.055325,46022.0,8787.0,4,0,2
02a3b024-4f45-48a2-86b2-10628d81b762,3589.5,240.5,74.5,0.055099999999999996,70914.0,9096.0,2,7,2
02a70f02-a3db-41b0-9d61-f3bc0e56f1ae,2921.4285714285716,230.71428571428572,155.0,0.05637142857142857,58654.0,4997.0,7,15,3
02b75f1f-10e9-4405-bc1f-23472a8b184d,4896.285714285715,503.42857142857144,296.7142857142857,0.057614285714285715,98895.0,2428.0,7,7,0
02c5f0a3-4eb2-43ae-9fd2-936567e0faa4,853.0,47.0,84.0,0.0553,17791.0,344.0,1,9,3
02e115ee-405f-4e31-b46e-a84f801c0634,4915.666666666667,582.0,229.66666666666666,0.057666666666666665,99380.0,9989.0,3,0,0
02efd75c-bf11-4ecc-8e56-9620c83b3b6f,4538.25,465.25,165.5,0.056825,90961.0,6914.0,4,0,0
02f36b4c-885a-4dc0-9f18-374c49f5283f,1061.0,103.0,46.5,0.057550000000000004,21037.0,9515.0,4,5,1
02f5057f-342b-4704-9d4e-3e2342f84cb3,4413.166666666667,493.1666666666667,269.6666666666667,0.05893333333333334,87796.0,9338.0,6,6,0
03075781-0a48-4bfa-9d66-a66ff73b6ac1,548.75,61.75,23.5,0.0593375,10609.0,581.0,4,0,1
030b073f-67f2-43f2-b2af-27e72b30fc06,2727.0,330.4,104.4,0.05782,54694.0,9918.0,5,9,2
031c2639-7e8d-4f22-bc4f-ab133713bf22,1510.8333333333333,134.66666666666666,81.33333333333333,0.05773333333333333,29917.0,7160.0,6,4,1
033be639-c3a8-435b-b1ec-35f3fa48ed94,1952.5,253.0,154.0,0.06175,38221.0,7109.0,2,1,2
034a6227-ac1a-4f1a-b026-302db72158cb,2729.0,250.2,151.4,0.056420000000000005,55472.0,7012.0,5,2,2
034bfa0b-742a-49c5-aeb7-7a32659cfb14,2187.75,200.25,105.5,0.056624999999999995,44033.0,5135.0,4,3,2
034eeb46-b7c6-4ef8-9063-a1a523de7fb8,2877.4,254.0,195.0,0.058179999999999996,57198.0,2573.0,5,11,3
03525978-9d9a-46d9-8e07-86e5fd496e66,3947.625,429.375,218.25,0.0583375,78794.0,7323.0,8,15,0
03570ec2-15f6-449e-bebf-a2e2a4e202c7,3425.3333333333335,449.6666666666667,209.0,0.0595,68660.0,1767.0,3,3,0
036e2dc8-0ce4-443c-8b5b-70a7e6d9e280,1649.0,148.6,71.4,0.05484,34089.0,7157.0,5,15,3
037756d6-7e76-4361-8d4b-98d23bf1462f,3669.0,335.5,307.5,0.0606,71136.0,3179.0,2,2,0
037abf4e-75e8-4138-a0ef-11ea0477315b,643.8,65.0,36.4,0.056479999999999995,13190.0,7754.0,5,5,1
037f9b84-7889-48c7-b632-69b912a0fb06,428.6666666666667,45.333333333333336,15.666666666666666,0.05776666666666667,8474.0,892.0,3,1,1
039adca9-a8a4-44b4-b817-28051a229feb,3542.2,267.8,174.4,0.056299999999999996,70757.0,4390.0,5,5,2
03b598b3-6b2e-46c2-8c73-cc4c45250468,4291.6,448.9,256.6,0.05774,86531.0,8029.0,10,0,0
03b854e6-39f8-414c-ac2e-a7fdf6567971,517.3333333333334,47.666666666666664,22.666666666666668,0.056566666666666675,10387.0,8121.0,3,6,1
03ef5524-dcf3-4c74-9da2-a3531da8d1c4,2491.5,251.5,142.0,0.05755,50098.0,6785.0,2,4,2
0417f2b8-1dbf-4bde-b642-149644359935,359.3333333333333,49.0,20.666666666666668,0.062366666666666674,6822.0,4271.0,3,3,1
041996e7-5741-4bfe-be6b-c363f684ab57,2352.0,219.0,198.0,0.058,47752.0,6578.0,1,5,2
041dc2ba-89c6-4013-b1bb-fa333b068656,173.0,12.5,4.75,0.0542625,3545.0,9426.0,4,0,1
0427f578-71d6-4c1a-856f-6d1d3f5db2c7,3938.3333333333335,357.5,205.83333333333334,0.05711666666666667,78808.0,1260.0,6,13,0
042a15b2-dbca-4a82-bbd4-e4ff0d8d2c3e,851.0,79.0,49.0,0.0585,16722.0,4602.0,1,5,1
042da27a-4a97-4a05-87b5-4374a484e193,66.0,5.5,2.0,0.061,1205.0,1847.0,2,0,1
0446a51b-e3f3-418e-adef-c6902ddc8b00,927.0,80.33333333333333,45.0,0.056966666666666665,18467.0,3886.0,3,6,1
0447e939-c54f-45d2-ba14-82946a8700ce,3347.0,313.4,172.4,0.05708,67150.0,5965.0,5,15,3
0453f930-cc4c-4784-a208-d747b12e6659,2576.0,261.0,212.33333333333334,0.059666666666666666,51090.0,2953.0,3,2,2
045c6236-9da0-438c-a3e7-9201a5dc0c83,508.0,48.0,30.666666666666668,0.059166666666666666,9913.0,9469.0,3,0,1
04662a43-8980-4967-9504-183df5ca4107,909.0,94.85714285714286,54.0,0.05794285714285714,18256.0,336.0,7,9,3
04718885-cc64-4b2b-90d3-334c13656860,1361.75,136.0,81.5,0.05765,27397.0,5484.0,4,1,1
04897c8b-4591-4019-9726-6c67d14301c0,4006.8571428571427,426.42857142857144,216.71428571428572,0.058242857142857145,79845.0,8989.0,7,5,0
048bcebc-158e-4af2-bb70-700ce44e9faf,2250.3333333333335,230.0,115.5,0.057466666666666666,45175.0,9506.0,6,0,2
04973079-4879-461d-86f3-5cba81a41ef9,4262.222222222223,435.44444444444446,205.55555555555554,0.05704444444444444,85964.0,7255.0,9,11,0
049e7599-7d8a-4f19-8a81-bb99de680cbd,302.0,31.2,16.2,0.05793,6060.0,4194.0,5,6,1
04a2014a-5a8c-49f5-bbc2-ff5d90ad6627,1567.5,130.5,104.0,0.0565,31884.0,965.0,2,0,1
04a3621a-9a4d-40ef-af14-5f36dba8364f,123.33333333333333,12.88888888888889,4.666666666666667,0.05672777777777777,2467.0,1088.0,9,2,1
04ad60d7-c107-4878-a0a2-c305dccaa7cd,4377.666666666667,398.0,257.1666666666667,0.05703333333333333,88266.0,8934.0,3,3,0
04aecaa4-3fcc-4e77-bbf4-2e6ad0be9ec7,2717.6666666666665,158.66666666666666,201.33333333333334,0.05566666666666667,55284.0,9487.0,3,3,2
04e937db-1348-4b13-8ad9-58a81d603e19,2716.6666666666665,236.66666666666666,116.0,0.0578,53108.0,2479.0,3,2,2
04f9d452-d112-4958-87f5-bd4d141bafc5,344.2,29.4,14.4,0.05494,7063.0,5935.0,5,2,1
04f9fbdd-de35-480b-9d93-fd539fdc0e01,2935.3333333333335,291.1111111111111,108.22222222222223,0.05645555555555556,59074.0,4997.0,9,9,2
050e4cdb-5388-4d44-96a6-a187e515984d,448.3333333333333,50.666666666666664,12.666666666666666,0.0564,9067.0,5357.0,3,3,1
05149b82-84f1-4999-8236-1ee283afc756,4548.666666666667,525.0,220.0,0.05846666666666667,90551.0,9521.0,3,0,0
0525e0bf-b624-4cc0-a5c5-642b996273e4,2654.8,236.6,129.4,0.05720000000000001,52809.0,246.0,5,1,2
05330f80-0f9f-4f7c-9603-c989ea8ea301,3041.375,321.375,177.75,0.058175,60854.0,5391.0,8,14,3
0535923a-ef96-4e5d-aa55-f317c81e97c2,4286.875,487.625,236.75,0.0581375,86194.0,1086.0,8,8,0
05359b27-5ce5-469b-9bf0-76fbe1a67b4e,2051.6,146.4,108.6,0.05602,41164.0,2517.0,5,9,3
0542c258-c638-4cc9-bc78-cb00c8b47f63,1557.0,154.66666666666666,73.66666666666667,0.057333333333333326,31134.0,5211.0,3,2,1
0550d1f2-7179-402c-af5e-b5ea349c2b18,4144.25,308.25,147.25,0.0557,82534.0,8336.0,4,6,0
0551046d-4cd5-40b9-9f8b-857d78b2cad6,3379.75,421.5,212.0,0.0592,67813.0,4504.0,4,10,0
055431dc-fad9-424c-9abd-ee8c20281f3d,1313.5,113.0,100.0,0.05735,26618.0,4995.0,2,8,3
055d82b9-c435-4dbd-b5c6-2df2cef99e1f,241.33333333333334,21.0,14.333333333333334,0.0579,4778.0,1841.0,3,1,1
0566c95a-e174-486e-a001-676c94acb852,3291.0,298.0,91.0,0.0552,66607.0,4892.0,1,11,3
057da513-ff20-4f4a-8189-77e7f23417b8,890.75,90.5,35.75,0.056475,18012.0,3037.0,4,9,3
058c1c42-0032-4c24-975f-d9eccfc4e73d,3903.4,403.6,203.8,0.05756,78396.0,2293.0,5,6,0
05abe0c7-a652-43e9-84ea-cec8d3c695f9,3413.0,265.0,205.66666666666666,0.05723333333333333,67844.0,6050.0,3,1,2
05bd34f1-6c42-41b4-a7db-6e22518ef3ba,3275.3333333333335,299.8333333333333,157.83333333333334,0.05706666666666666,65432.0,3226.0,6,1,2
05cf4c14-8e12-46fc-b080-fda36769bd28,2404.4,267.4,119.2,0.05822000000000001,47952.0,8907.0,5,3,2
060961b7-00df-4c7a-a42e-4b368a37a2f7,2524.75,230.0,101.5,0.057475,49717.0,4710.0,4,3,2
060e3492-60d3-41e1-9c4b-09e926fcd50a,1546.6666666666667,166.0,63.0,0.05673333333333333,31303.0,7320.0,3,10,3
0625bce7-516c-42f7-b02c-2d301a8ca905,82.0,9.0,4.75,0.058987500000000005,1611.0,7180.0,4,2,1
0626af57-f71d-44ed-9270-13b36f72e247,147.0,8.75,4.5,0.053774999999999996,3058.0,5691.0,4,5,1
062b5c49-2968-4b52-91af-d7b51d4adc57,4734.0,478.6666666666667,160.0,0.0567,94796.0,956.0,6,4,0
064302cd-a1c1-4b30-b50b-3057a8e6593d,2317.8,171.4,107.0,0.05686,45679.0,6813.0,5,2,2
064382c4-0052-4f14-93aa-c597c9b5b149,3084.5,239.5,206.0,0.057050000000000003,61849.0,7230.0,2,2,2
06508741-daea-41f4-941b-fe1b6bf537f2,1067.6666666666667,103.66666666666667,52.0,0.056600000000000004,21621.0,9507.0,3,10,3
0650956b-1fbe-46b8-a913-7df46f949ef4,4709.166666666667,481.5,296.75,0.05855,93737.0,3638.0,6,10,0
0667a841-bee9-4bad-ad2e-7711d0a19705,3965.8,329.8,199.4,0.056600000000000004,79410.0,7421.0,5,1,0
067109fc-46b7-4e29-bb25-dc11dc482ba1,444.0,62.5,30.5,0.060700000000000004,8852.0,904.0,2,2,1
0687ba66-fbc7-4a4c-a7e3-405e92519217,2523.0,228.2,178.2,0.05774,50731.0,7515.0,5,7,2
0695a589-170a-4d12-a3cd-c77f80e73fbc,1552.2,157.4,109.8,0.05974,30460.0,1933.0,5,0,1
069972f3-799b-4554-8ef6-1ec5aa1dc066,3421.0,324.2,169.2,0.05684,68862.0,7832.0,5,0,2
069bc398-613b-4a9e-937b-ab9ddcda92b6,87.0,6.6,4.6,0.060640000000000006,1587.0,9432.0,5,0,1
06b297d0-a5bb-40e7-a5d1-3993677cfd42,3768.0,414.3333333333333,250.33333333333334,0.05901666666666666,75100.0,9261.0,6,12,0
06b8f051-b629-49f0-b2cd-648a14b8ed9c,4033.0,538.0,329.5,0.060899999999999996,80464.0,8520.0,2,3,0
06bb3e6a-e334-409f-bf07-60a09e480627,3783.0,301.3333333333333,268.0,0.05826666666666667,74699.0,8524.0,3,5,0
06c61f65-37ec-4e4a-a50f-8aa4e7131ce4,4871.0,590.0,70.0,0.057,96977.0,9307.0,1,14,0
06cb3a1c-32a3-4144-aa4e-3749d90e9449,3209.0,306.6666666666667,161.33333333333334,0.057466666666666666,63976.0,5839.0,3,4,2
06d413f4-5727-4b10-94ae-ff0c497ae0d2,1349.25,149.5,115.5,0.05905,27334.0,8656.0,4,0,1
06ede0ab-fab2-4326-a0b0-e3b875e839d5,4543.4,541.6,177.6,0.05786,90942.0,6766.0,5,6,0
06fb3326-94e1-4753-b0b3-924c3770615c,1822.75,204.75,105.0,0.056975,37416.0,1827.0,4,2,2
070a0e4c-eab4-4321-b902-2bb3307ed8c8,1097.5,132.0,46.5,0.05895,21644.0,5195.0,2,1,1
070be264-1a80-4722-bf93-7e265d59982f,4796.75,461.75,223.5,0.05695,96219.0,641.0,4,3,0
070c1433-e956-43b8-b2b8-6ac8dbcf239c,2726.6666666666665,285.0,166.33333333333334,0.05843333333333334,54362.0,428.0,3,6,2
070edd7d-d9e6-44e5-8758-76b461ce490e,647.5,54.5,32.0,0.05545,13237.0,2299.0,2,11,3
071fcb50-ba93-4e13-9c90-e705df4fd840,5019.0,474.5,266.5,0.057725,99827.0,2552.0,4,5,0
0750a930-d69a-426a-9108-64fa7e48d685,4142.8,503.6,254.2,0.05832,83977.0,3766.0,5,5,0
07592309-36cf-463f-9c35-c30b71e0ce78,2033.75,221.5,132.75,0.05785,41282.0,3369.0,4,10,3
0759495a-2e0b-47ea-8d3c-9b9e11393e48,927.0,68.0,47.0,0.05575,18681.0,5351.0,2,3,1
0761b6e5-d8c3-4a23-81fb-65dde640b41b,4993.0,392.3333333333333,251.66666666666666,0.05673333333333333,99376.0,9228.0,3,3,0
07692075-b35e-4018-af7d-8b5ef9066458,551.8571428571429,42.285714285714285,28.714285714285715,0.05675714285714285,10978.0,2407.0,7,0,1
07720a64-e2be-4f8e-8e44-979531a7ed08,1267.5,72.5,70.5,0.05405,26087.0,2814.0,2,0,1
07818640-5555-4fbb-9dd3-c49b96c413c0,271.8,21.6,18.4,0.054479999999999994,5724.0,503.0,5,12,3
07848d14-e95e-4cc2-98da-72aab7b19e68,5027.0,531.0,340.0,0.0593,99467.0,8912.0,1,15,0
0785e548-514f-4d7e-875b-738fe146e148,113.8,11.6,5.8,0.058719999999999994,2234.0,7280.0,5,0,1
0792ea44-8441-4cf1-9a58-6bfdbc37a599,2379.0,229.5,123.5,0.0575,47509.0,331.0,4,3,2
0799af1f-23ea-4359-94ad-dfc6995898f7,4058.0,373.0,119.33333333333333,0.056066666666666674,81185.0,4723.0,3,0,2
07c11722-96be-48fa-9453-6e1505d2c524,1921.0,257.5,86.5,0.05815,38944.0,9096.0,2,2,2
07cb0823-8a0b-4ad6-8d51-e33554239536,1039.6666666666667,95.66666666666667,42.0,0.056266666666666666,20915.0,4106.0,3,3,1
07d68921-76ae-496d-8a50-c515c4014614,3447.0,284.3333333333333,240.66666666666666,0.05723333333333333,69406.0,6466.0,3,6,0
07d73821-4836-4d74-966d-a71d8ee1d600,3069.5,305.5,165.0,0.057874999999999996,61189.0,6998.0,4,12,3
0805966c-dfff-49f6-908d-72ccd5c9c880,510.25,37.25,20.5,0.05635,10079.0,1400.0,4,1,1
0809571e-3463-432b-8570-605c395f3112,999.0,84.0,76.0,0.05965,19431.0,1911.0,2,6,1
080be3ae-7204-46f1-97f4-b1f60d15c131,2094.1666666666665,245.16666666666666,100.0,0.05753333333333333,42410.0,908.0,6,12,3
0814bc35-e533-4bce-9924-e85a42248277,3094.25,285.5,132.75,0.05645,62226.0,3652.0,4,2,2
081ec04e-6029-4fc3-904d-828392170444,756.5,72.0,56.5,0.0577,15344.0,7582.0,2,7,1
081f9164-078e-445f-a403-ef80b88bcba3,974.0,107.0,67.0,0.05745,19987.0,5028.0,2,6,1
08285886-1692-4a92-b3d6-27a60a634bf2,4684.142857142857,519.1428571428571,205.14285714285714,0.05771428571428572,93712.0,8314.0,7,5,0
082e1601-4006-4180-83df-edd9c1ee70a0,743.0,56.0,33.0,0.05635,14765.0,5434.0,2,3,1
0869cf83-9005-43c2-b6f5-50f258c806ea,1408.111111111111,134.66666666666666,76.55555555555556,0.058411111111111115,27727.0,3542.0,9,0,1
086d4f32-8e5c-4175-8420-0a01d545ddea,4337.0,222.0,204.0,0.0538,88489.0,5238.0,1,12,0
086da7ef-b214-4c73-af8f-326fd9d5feba,3689.3333333333335,391.6666666666667,174.33333333333334,0.056933333333333336,74723.0,7091.0,3,12,0
08763cb9-eb02-4c3c-b418-78596a70166b,3962.3333333333335,377.0,159.0,0.056600000000000004,79523.0,264.0,3,3,0
0876a24f-e58a-4794-827e-fbd4185353de,3944.5,299.0,255.0,0.05655,79582.0,4739.0,2,10,0
088d8e54-2c69-405e-ba62-01d9edefc129,250.4,25.4,14.2,0.05843,4950.0,690.0,5,5,1
0898ed27-ecf5-4742-aa5f-359654e123e0,3021.0,407.0,138.66666666666666,0.05933333333333333,60131.0,2211.0,3,0,2
08b2f1f4-53ba-4497-9e3f-5d76d1b94f52,2472.2,234.0,145.0,0.057679999999999995,49432.0,6386.0,5,5,2
08b9b461-ce03-49c7-bff5-ef0033997d42,2616.0,203.5,168.5,0.0566,52791.0,9120.0,2,7,2
08cbd232-feb5-49be-a32e-464a628b44dd,4057.75,365.25,314.25,0.0588,80613.0,2503.0,4,1,0
08de679d-3f40-4adb-91aa-ce60e11a5fea,4129.333333333333,436.6666666666667,247.16666666666666,0.05883333333333333,81829.0,7702.0,6,2,0
08ed9b75-40b5-4177-9641-7b96a5acdc63,1712.3333333333333,186.0,118.0,0.0577,34967.0,5958.0,3,8,3
08f62691-f58f-4959-a05e-eb000a052d13,2007.25,187.375,78.875,0.0570625,39840.0,4223.0,8,0,2
08f7902f-3080-4503-b05b-fb8493248f3c,897.75,102.25,51.75,0.05975,17610.0,5773.0,4,3,1
08fe05db-31bf-4c51-971c-71842e30a972,4192.6,445.8,221.6,0.0576,84381.0,3475.0,5,8,0
09370195-e432-454f-814b-9e11c30d5a2d,859.3333333333334,88.0,38.333333333333336,0.056299999999999996,17507.0,7601.0,3,6,1
094edf83-36ca-41c7-9186-e206590e1527,1012.6666666666666,94.33333333333333,67.33333333333333,0.0582,20178.0,6171.0,3,7,1
09534c8d-c26a-4d8c-9a24-8537c4f2eb55,1595.5,153.0,66.0,0.057725,31428.0,6208.0,4,0,1
0954c04a-d0aa-4349-8872-8128aa944b2f,2171.3333333333335,186.0,123.66666666666667,0.0578,42923.0,2927.0,3,5,2
09977184-9931-402c-a018-516a37a40e99,2388.0,174.5,180.5,0.0561,48880.0,4983.0,2,1,2
09a96c08-71e5-402e-8302-1a559d051eec,3600.75,326.5,205.75,0.0577,71627.0,8020.0,4,8,0
09aa2418-c08d-46ce-b99c-1f548397242a,679.4285714285714,62.714285714285715,35.42857142857143,0.05807142857142857,13391.0,8280.0,7,0,1
09aac73a-49b9-4487-9a2d-c1f4b68cfe9f,3875.5,334.25,182.5,0.05625,78094.0,1147.0,4,14,0
09acd010-7896-45e1-868b-7203665411f8,1167.857142857143,107.57142857142857,59.0,0.057557142857142855,23186.0,4475.0,7,0,1
09ccc346-b17e-4d6c-9990-3d7e13cb0858,63.4,4.2,3.6,0.05506,1300.0,7021.0,5,12,3
09e2bad6-69b9-4710-afd8-3ee3ef39e0ee,970.0,65.5,58.5,0.057300000000000004,19093.0,6075.0,2,3,1
09e3018d-d473-4b45-a8a4-45ce48f55881,892.0,84.0,83.0,0.0584,18135.0,971.0,1,6,1
09e3eb0c-be9b-4429-a149-4eee8049531a,2630.5,214.75,144.0,0.056075,53325.0,5028.0,4,1,2
09f5b313-30c6-414b-939b-71c508d597e8,4405.75,447.5,184.25,0.057425000000000004,87684.0,6806.0,4,4,0
0a0c45db-c54f-4dab-92d9-a0d9ba35145b,2548.5,178.0,178.5,0.057749999999999996,50306.0,9342.0,2,4,2
0a0ef685-95e9-44f4-93b8-244d3d5e51cd,3293.25,388.0,156.75,0.058475,65635.0,558.0,4,1,2
0a11e502-567f-4d18-86df-c9ce6e90e930,3512.6,325.0,134.2,0.05666,70109.0,7889.0,5,2,2
0a160f11-ca93-4164-b2fe-b4674fa3008f,2218.3333333333335,207.33333333333334,114.33333333333333,0.056900000000000006,44643.0,5104.0,3,0,2
0a1af455-9355-49ae-a012-d8f04eb73f46,1436.6666666666667,151.66666666666666,79.16666666666667,0.058166666666666665,28669.0,4248.0,6,13,3
0a22a325-6322-41c4-a7ab-333eadd65149,998.2,76.6,50.0,0.05702,19723.0,2345.0,5,13,3
0a2501f7-070a-4107-addf-d16a633124c0,1078.0,89.5,43.0,0.054625,22161.0,5957.0,4,7,1
0a27ee7e-ecec-4d4b-9f94-617662430be7,4106.0,440.6,264.6,0.05824,82614.0,9593.0,5,2,0
0a324b72-9be9-41dd-b5cb-c516e9d48eb4,4550.75,413.25,219.75,0.056625,91530.0,1564.0,4,4,0
0a3f38a3-e68a-47c7-b729-a1dfd2f96a06,4484.0,415.5,138.0,0.0565,89194.0,8488.0,2,5,0
0a475059-9642-41ca-9cd6-bd88cf7e0a11,1379.3333333333333,166.66666666666666,95.66666666666667,0.05884999999999999,27895.0,8277.0,6,6,3
0a55f2aa-b6ca-496a-bbad-adc291d92647,2876.5,300.0,206.5,0.059175,57171.0,7386.0,4,7,2
0a595fd3-c4b5-4d45-91cc-0d9861f42a36,4454.666666666667,472.3333333333333,319.3333333333333,0.058666666666666666,89427.0,9393.0,3,6,0
0a5b2f5f-cad8-47fe-87bf-021ccbb2b88a,2056.6,192.0,84.0,0.05724,40753.0,6508.0,5,3,2
0a60a593-a4fe-4e3b-b1af-16a518bb483b,3490.0,347.85714285714283,134.71428571428572,0.057199999999999994,69452.0,238.0,7,0,2
0a6d9f38-ff9b-443f-a518-aaba669370bc,4484.0,475.5,233.5,0.05755,90246.0,5985.0,2,4,0
0a8ef473-63a5-4901-85f1-a6623b24ec2f,4990.0,362.3333333333333,291.6666666666667,0.056833333333333326,99366.0,3910.0,3,3,0
0a9c9529-7852-42b7-a7b5-b5538ae535b0,1757.5,205.25,122.5,0.05985,34837.0,8871.0,4,5,2
0a9fa60c-120b-40c6-96cf-85755faf4f20,4566.5,565.5,316.25,0.059625,91366.0,2494.0,4,1,0
0aa0b2e4-c1cc-43ca-82e6-0b8d8036a579,3120.285714285714,294.7142857142857,201.0,0.057928571428571426,62424.0,1268.0,7,1,2
0aa0cd0a-ac20-4cdf-b160-2b4d026645ab,3427.0,288.0,38.0,0.055,68225.0,6152.0,2,5,2
0ab4ad70-c36c-4098-ba7d-466da84abf68,4770.5,540.3333333333334,195.16666666666666,0.057883333333333335,95130.0,6918.0,6,1,0
0ab8a9b3-1f95-47d4-8fe3-15312643b9a1,2927.3333333333335,266.6666666666667,93.5,0.05641666666666667,58253.0,4956.0,6,0,2
0ac264fa-10bb-4d28-b3f0-42e9a2294d41,2889.6666666666665,248.66666666666666,168.5,0.056933333333333336,58081.0,1108.0,6,1,2
0ac30802-80b0-48ad-8af4-62585a2ae4aa,2948.6666666666665,248.5,160.0,0.057,58894.0,6751.0,6,14,3
0ac3d566-f395-45b3-bff2-3ab7b661d154,1220.2,129.0,30.0,0.05772000000000001,23884.0,4932.0,5,3,1
0aca357e-b4f5-4700-9674-00d08848f783,66.2,6.0,3.0,0.057089999999999995,1320.0,9274.0,5,3,1
0aee4221-5cb7-4671-9396-4761d621e07e,1608.0,127.0,81.66666666666667,0.056566666666666675,32129.0,7106.0,3,14,3
0b06e487-3da0-45d2-bd56-22b155161a11,3647.1666666666665,439.5,178.33333333333334,0.058249999999999996,73198.0,857.0,6,5,0
0b08cc0d-b968-4dcd-a87d-6337cb5b985f,1155.5714285714287,106.71428571428571,62.0,0.05832857142857143,22695.0,1817.0,7,6,1
0b14f1a5-552d-47f6-9074-2a078cbb93d7,2724.8,254.2,176.8,0.05836,54064.0,4421.0,5,1,2
0b1c7204-266b-4c62-8b03-d12a8f3bac56,1888.142857142857,184.0,98.71428571428571,0.05721428571428571,37928.0,7729.0,7,9,3
